ms,ms_name_en,cci,programme_title_short,status,version,last_adoption_date_ecms,priority_code,priority_name,policy_objective_short_name,policy_objective_code,policy_objective_name,specific_objective_short_name,specific_objective_code,specific_objective_name,dimension_type,category_title_short,category_code,category_name,fund,category_of_region,cofinancing_rate,eu_amount,total_amount,climate_weighting,eu_climate_amount,total_climate_amount,environmental_weighting,eu_environmental_amount,total_environmental_amount,biodiversity_weighting,eu_biodiversity_amount,total_biodiversity_amount,gender_weighting,eu_gender_amount,total_gender_amount,clean_air_weighting,eu_clean_air_amount,total_clean_air_amount,digital_weighting,eu_amount_digital,total_amount_digital,sustainable_urban_development,territorial_tool,territory_type,un_sdg_tracking,jtf_themes,priority_type_code,priority_type_description
TC,Interreg,2021TC16RFCB024,Interreg VI-A - Czechia-Poland,Adopted by EC,1.1,2022-10-12,1,Integrovany zachranny system a zivotni prostredi,PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,Interreg Funds,Interreg Funds,0.7999999744,11701776.0,14627220.47,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
TC,Interreg,2021TC16FFOR004,Interreg VI-D - Ocean Indien,Adopted by EC,1.3,2022-12-15,1,Consolider la recherche collaborative et la cooperation economique,PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Intervention Field,"029 Low carbon R+I processes, tech-transfer and cooperation",029,"Research and innovation processes, technology transfer and cooperation between enterprises, research centres and universities, focusing on the low carbon economy, resilience and adaptation to climate change",Interreg Funds,Interreg Funds,0.8499999897,7092404.0,8344004.81,1.0,7092404.0,8344004.81,0.4,2836961.6,3337601.92,0.0,0.0,0.0,,,,0.4,2836961.6,3337601.92,0.0,0.0,0.0,,,,"SDG 9 Industry, innovation, infrastructure",RTDI,,
TC,Interreg,2021TC16RFCB002,Interreg VI-A - Austria-Czechia,Adopted by EC,1.1,2022-06-17,3,"PO4 - Education, Culture and Tourism",PO4 Social Europe,4,Social Europe,RSO4.6 Culture and sustainable tourism,RSO4.6,Culture and sustainable tourism,Intervention Field,"998 Flat rate technical assistance, TC",998,Flat rate technical assistance - Article 27 (1) CPR,Interreg Funds,Interreg Funds,0.8,1840483.76,2300604.7,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,TA and public administration,,
TC,Interreg,2021TC16RFCB035,Interreg VI-A - Italy-Malta,Adopted by EC,1.1,2022-12-15,1,Un'area di cooperazione piu intelligente per promuovere la ricerca e l'innovazione e lo sviluppo delle competenze per la specializzazione intelligente,PO1 Smarter Europe,1,Smarter Europe,RSO1.4 Skills for smart specialisation and transition,RSO1.4,Skills for smart specialisation and transition,Intervention Field,"023 Skills for smart specialisation, industrial transition",023,"Skills development for smart specialisation, industrial transition, entrepreneurship and adaptability of enterprises to change",Interreg Funds,Interreg Funds,0.8,4214275.0,5267843.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,1685710.0,2107137.5,,,,SDG 8 Decent work and economic growth,"Skills, job-search and education",,
TC,Interreg,2021TC16IPCB003,Interreg VI-A - Croatia Serbia,Adopted by EC,1.1,2022-11-04,4,Cooperating for more sustainable and socially innovative tourism and culture,PO4 Social Europe,4,Social Europe,RSO4.6 Culture and sustainable tourism,RSO4.6,Culture and sustainable tourism,Intervention Field,165 Public tourism assets and related tourism services,165,"Protection, development and promotion of public tourism assets and tourism services",Interreg Funds,Interreg Funds,0.8499999584,1948884.0,2292804.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 8 Decent work and economic growth,Other,,
CY,Cyprus,2021CY65BVPR001,Cyprus - BMVI,Adopted by EC (TF Proposed),1.2,2023-01-23,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.024 Large-scale IT systems - Schengen Infor. System (SIS),SO1.024,Large-scale IT systems  -  Schengen Information System (SIS),BMVI,BMVI,0.8214677101,1749146.24,2129293.97,,,,,,,,,,,,,,,,1.0,1749146.24,2129293.97,,,,,,,
TC,Interreg,2021TC16RFCB018,Interreg VI-A - Germany/MWP/Brandenburg-Poland,Adopted by EC,1.2,2022-09-23,4,"Vertrauen starken, grenzuberschreitende Entwicklung gemeinsam gestalten",PO6 Interreg: Cooperation Governance,6,Interreg: Cooperation Governance,ISO6.3 People-to-people action for increased trust,ISO6.3,People-to-people action for increased trust,Intervention Field,173 Institutional capacity for territorial cooperation,173,"Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross-border, transnational, maritime and inter-regional context",Interreg Funds,Interreg Funds,0.8,5912311.0,7390388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG not assigned,TA and public administration,,
TC,Interreg,2021TC16IPCB005,Interreg VI-A - Bulgaria-Turkey,Adopted by EC,1.1,2022-11-23,2,Integrated development of the cross-border region,PO5 Europe closer to citizens,5,Europe closer to citizens,RSO5.2 Integrated development in rural and coastal areas,RSO5.2,Integrated development in rural and coastal areas,Intervention Field,"146 Adaptation to change of workers, firms and entrepreneurs",146,"Support for adaptation of workers, enterprises and entrepreneurs to change",Interreg Funds,Interreg Funds,0.8499999678,540000.0,635294.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 8 Decent work and economic growth,"Skills, job-search and education",,
SK,Slovakia,2021SK16FFPR001,Programme Slovakia - SK- ERDF/CF/JTF/ESF+,Adopted by EC,1.2,2022-11-24,4P6,Aktivne zaclenenie romskych komunit,PO4 Social Europe,4,Social Europe,ESO4.10 Intergration of marginalised communities such as Roma,ESO4.10,Intergration of marginalised communities such as Roma,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ESF+,More developed,0.4,3000000.0,7500000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
TC,Interreg,2021TC16RFCB029,Interreg VI-A - Slovakia-Czechia,Adopted by EC,1.1,2022-10-11,1.1,Zivotne prostredie,PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Intervention Field,"998 Flat rate technical assistance, TC",998,Flat rate technical assistance - Article 27 (1) CPR,Interreg Funds,Interreg Funds,0.7999999925,725649.06,907061.35,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,TA and public administration,,
PL,Poland,2021PL16FFPR009,Podkarpacie - PL - ERDF/ESF+,Adopted by EC,1.2,2022-12-05,5,PRZYJAZNA PRZESTRZEN SPOLECZNA,PO4 Social Europe,4,Social Europe,RSO4.5 Access to health care,RSO4.5,Access to health care,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Less developed,0.8499999998,76789462.0,90340543.55,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
TC,Interreg,2021TC16FFTN005,Interreg VI-B - Northern Periphery and Arctic,Adopted by EC,1.2,2022-10-07,2,"Strengthening the capacity for climate change adaptation, and resource sufficiency in NPA communities",PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Intervention Field,058 Prevention or management of floods and landslides,058,"Adaptation to climate change measures and prevention and management of climate related risks: floods and landslides (including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem based approaches)",Interreg Funds,Interreg Funds,0.649999995,2398690.0,3690292.34,1.0,2398690.0,3690292.34,1.0,2398690.0,3690292.34,0.4,959476.0,1476116.93,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 13 Climate action,Other,,
TC,Interreg,2021TC16NXCB013,Interreg VI-A - Italy-Tunisia,Adopted by EC,1.2,2022-12-01,2,"Priorite 2 - Un espace de cooperation plus vert, resilient et a faibles emissions de carbone",PO2 Greener Europe,2,Greener Europe,RSO2.7 Nature protection and biodiversity,RSO2.7,Nature protection and biodiversity,Intervention Field,079 Nature + biodiversity protection,079,"Nature and biodiversity protection, natural heritage and resources, green and blue infrastructure",Interreg Funds,Interreg Funds,0.9,2940075.82,3266750.91,0.4,1176030.33,1306700.37,1.0,2940075.82,3266750.91,1.0,2940075.82,3266750.91,,,,0.4,1176030.33,1306700.37,0.0,0.0,0.0,,,,SDG 15 Life on land,Regeneration of sites,,
TC,Interreg,2021TC16NXTN001,Interreg VI-B -  NEXT MED,Adopted by EC,1.1,2022-12-15,2,"Priority 2: A greener, low-carbon and resilient Mediterranean

Policy objective 2 - A greener, low-carbon transitioning towards a net zero carbon economy and resilient Europe (and its Neighbourhood) by promoting clean and fair energy transition, green and blue investment, the circular economy, climate change mitigation and adaptation...",PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Intervention Field,060 Climate change measures - prevention and management,060,"Adaptation to climate change measures and prevention and management of climate related risks: others, e.g. storms and drought (including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem based approaches)",Interreg Funds,Interreg Funds,0.8999999772,8000824.0,8889804.67,1.0,8000824.0,8889804.67,1.0,8000824.0,8889804.67,0.4,3200329.6,3555921.87,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 13 Climate action,Other,,
NL,Netherlands,2021NL16RFPR003,Zuid-Nederland - NL - ERDF,Adopted by EC,2.0,2023-06-27,1,"Bevorderen van innovatie met maatschappelijke en economische impact in Zuid-Nederland, dankzij het doorontwikkelen, demonstreren en vermarkten van kansrijke technologische en niet-technologische innovaties en versterking van het Zuid-Nederlandse innovatie-ecosysteem.",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Intervention Field,026 Innovation cluster support and business networks for SMEs,026,"Support for innovation clusters including between businesses, research organisations and public authorities and business networks primarily benefiting SMEs",ERDF,More developed,0.3499999966,9216808.0,26333737.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,3686723.2,10533494.96,,,,"SDG 9 Industry, innovation, infrastructure",SMEs and diversification,,
PL,Poland,2021PL16RFPR002,Digital Development - PL - ERDF,Adopted by EC,1.1,2022-11-21,II,Zaawansowane uslugi cyfrowe,PO1 Smarter Europe,1,Smarter Europe,RSO1.2 Reaping the benefits of digitisation,RSO1.2,Reaping the benefits of digitisation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Transition,0.6999999995,133917534.0,191310762.99,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
BG,Bulgaria,2021BG05SFPR001,Education - BG - ESF+,Adopted by EC,1.1,2022-08-09,1,PRIOBShchAVAShchO OBRAZOVANIE I OBRAZOVATELNA INTEGRATsIIa,PO4 Social Europe,4,Social Europe,ESO4.7 Lifelong learning and career transitions,ESO4.7,Lifelong learning and career transitions,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,Less developed,0.8499999989,22795583.0,26818332.98,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
PL,Poland,2021PL16FFPR017,"Infrastructure, Climate, Environment - PL - CF/ERDF",Adopted by EC,2.1,2022-10-06,I,Wsparcie sektorow energetyka i srodowisko z Funduszu Spojnosci,PO2 Greener Europe,2,Greener Europe,RSO2.5 Sustainable water,RSO2.5,Sustainable water,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,CF,CF,0.8499999999,1050000000.0,1235294117.79,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16RFPR003,Zuid-Nederland - NL - ERDF,Adopted by EC,2.0,2023-06-27,2,"Bevorderen van de demonstratie, vermarkting en opschaling van kansrijke innovatieve oplossingen die de energietransitie bevorderen, in samenwerking met het mkb en maatschappelijke middenveld in Zuid-Nederland",PO2 Greener Europe,2,Greener Europe,RSO2.2 Renewable energy,RSO2.2,Renewable energy,Intervention Field,999 Flat rate technical assistance,999,Flat rate technical assistance - Article 36 (5) CPR,ERDF,More developed,0.3499999984,553007.99,1580022.84,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,TA and public administration,,
TC,Interreg,2021TC16IPCB006,Interreg VI-A - Bulgaria-North Macedonia,Adopted by EC,1.2,2022-11-30,3,Priority 3: Integrated development of the cross-border region,PO5 Europe closer to citizens,5,Europe closer to citizens,RSO5.2 Integrated development in rural and coastal areas,RSO5.2,Integrated development in rural and coastal areas,Intervention Field,171 Enhancing cooperation with partners within/outside the MS,171,Enhancing cooperation with partners both within and outside the Member State,Interreg Funds,Interreg Funds,0.8499999454,349302.0,410943.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG not assigned,TA and public administration,,
NL,Netherlands,2021NL16RFPR003,Zuid-Nederland - NL - ERDF,Adopted by EC,2.0,2023-06-27,2,"Bevorderen van de demonstratie, vermarkting en opschaling van kansrijke innovatieve oplossingen die de energietransitie bevorderen, in samenwerking met het mkb en maatschappelijke middenveld in Zuid-Nederland",PO2 Greener Europe,2,Greener Europe,RSO2.2 Renewable energy,RSO2.2,Renewable energy,Form of Support,01 grant,01,Grant,ERDF,More developed,0.3499999984,15800243.0,45143551.63,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL16RFPR003,Zuid-Nederland - NL - ERDF,Adopted by EC,2.0,2023-06-27,2,"Bevorderen van de demonstratie, vermarkting en opschaling van kansrijke innovatieve oplossingen die de energietransitie bevorderen, in samenwerking met het mkb en maatschappelijke middenveld in Zuid-Nederland",PO2 Greener Europe,2,Greener Europe,RSO2.3 Smart energy systems,RSO2.3,Smart energy systems,Intervention Field,046 Services linked to LCE and resilience to climate change,046,"Support to entities that provide services contributing to the low carbon economy and to resilience to climate change, including awareness-raising measures",ERDF,More developed,0.3499999984,3950061.0,11285888.62,1.0,3950061.0,11285888.62,0.4,1580024.4,4514355.45,0.0,0.0,0.0,,,,0.4,1580024.4,4514355.45,0.0,0.0,0.0,,,,SDG 13 Climate action,Clean energy,,
TC,Interreg,2021TC16FFTN003,Interreg VI-B - Baltic Sea region,Adopted by EC,1.2,2022-06-08,2,Water smart societies,PO2 Greener Europe,2,Greener Europe,RSO2.5 Sustainable water,RSO2.5,Sustainable water,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,Interreg Funds,Interreg Funds,0.7999999925,59198101.0,73997626.94,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
TC,Interreg,2021TC16RFCB019,Interreg VI-A - Greece-Italy,Adopted by EC,1.1,2022-09-09,4,P4 - Enhanced governance for cooperation in the GR-IT area,PO6 Interreg: Cooperation Governance,6,Interreg: Cooperation Governance,ISO6.4 Institutional capacity to manage MRSs,ISO6.4,Institutional capacity to manage MRSs,Intervention Field,170 Improve the capacity of programme authorities and bodies,170,Improve the capacity of programme authorities and bodies linked to the implementation of the Funds,Interreg Funds,Interreg Funds,0.7500000571,203494.81,271326.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG not assigned,TA and public administration,,
TC,Interreg,2021TC16RFCB024,Interreg VI-A - Czechia-Poland,Adopted by EC,1.1,2022-10-12,1,Integrovany zachranny system a zivotni prostredi,PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Intervention Field,058 Prevention or management of floods and landslides,058,"Adaptation to climate change measures and prevention and management of climate related risks: floods and landslides (including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem based approaches)",Interreg Funds,Interreg Funds,0.7999999744,3900592.0,4875740.16,1.0,3900592.0,4875740.16,1.0,3900592.0,4875740.16,0.4,1560236.8,1950296.06,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 13 Climate action,Other,,
FR,France,2021FR16FFPR005,Nouvelle-Aquitaine ERDF-ESF+,Adopted by EC,1.2,2022-09-27,4,"Une Nouvelle-Aquitaine qui developpe son capital humain par la formation et la creation d'emploi comme levier de croissance, de competitivite et de cohesion sociale pour les personnes, les entreprises et les territoires.",PO4 Social Europe,4,Social Europe,ESO4.7 Lifelong learning and career transitions,ESO4.7,Lifelong learning and career transitions,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ESF+,Transition,0.5999999966,75741084.0,126235140.72,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
TC,Interreg,2021TC16RFCB036,Interreg VI-A - France-Germany-Switzerland (Upper Rhine),Adopted by EC,1.0,2022-05-02,C,"Vers une region transfrontaliere plus sociale : faire du Rhin superieur une region integree en matiere d'emploi, d'education, de formation et de sante",PO4 Social Europe,4,Social Europe,RSO4.2 Education and training infrastructure,RSO4.2,Education and training infrastructure,Intervention Field,"174 Interreg: border crossing, mobility + migration management",174,Interreg: border crossing management and mobility and migration management,Interreg Funds,Interreg Funds,0.616122841,294999.0,478799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG not assigned,Other,,
TC,Interreg,2021TC16RFCB036,Interreg VI-A - France-Germany-Switzerland (Upper Rhine),Adopted by EC,1.0,2022-05-02,D,Vers une region transfrontaliere plus intelligente : faire du Rhin superieur une Region intelligente en soutenant l'innovation et les entreprises dans le Rhin superieur,PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Intervention Field,021 SME business development and internationalisation,021,"SME business development and internationalisation, including productive investments",Interreg Funds,Interreg Funds,0.5169082157,131275.0,253961.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,52510.0,101584.764,,,,SDG 8 Decent work and economic growth,SMEs and diversification,,
TC,Interreg,2021TC16FFTN004,Interreg VI-B - Danube,Adopted by EC,1.1,2022-11-30,3,A more social Danube Region,PO4 Social Europe,4,Social Europe,RSO4.2 Education and training infrastructure,RSO4.2,Education and training infrastructure,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,Interreg Funds,Interreg Funds,0.8,15390841.2,19238551.5,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
TC,Interreg,2021TC16RFCB018,Interreg VI-A - Germany/MWP/Brandenburg-Poland,Adopted by EC,1.2,2022-09-23,2,Gemeinsam die Folgen des Klimawandels bewaltigen und die Natur bewahren,PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Intervention Field,064 Water management and water resource conservation,064,"Water management and water resource conservation (including river basin management, specific climate change adaptation measures, reuse, leakage reduction)",Interreg Funds,Interreg Funds,0.7999999887,1513588.8,1891986.03,0.4,605435.52,756794.41,1.0,1513588.8,1891986.03,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 6 Clean water and sanitation,Regeneration of sites,,
TC,Interreg,2021TC16RFCB029,Interreg VI-A - Slovakia-Czechia,Adopted by EC,1.1,2022-10-11,2.2,Kultura a cestovny ruch,PO4 Social Europe,4,Social Europe,RSO4.6 Culture and sustainable tourism,RSO4.6,Culture and sustainable tourism,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,Interreg Funds,Interreg Funds,0.7999999931,43060507.0,53825634.21,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16RFPR003,Zuid-Nederland - NL - ERDF,Adopted by EC,2.0,2023-06-27,1,"Bevorderen van innovatie met maatschappelijke en economische impact in Zuid-Nederland, dankzij het doorontwikkelen, demonstreren en vermarkten van kansrijke technologische en niet-technologische innovaties en versterking van het Zuid-Nederlandse innovatie-ecosysteem.",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Intervention Field,"029 Low carbon R+I processes, tech-transfer and cooperation",029,"Research and innovation processes, technology transfer and cooperation between enterprises, research centres and universities, focusing on the low carbon economy, resilience and adaptation to climate change",ERDF,More developed,0.3499999966,11060170.0,31600486.02,1.0,11060170.0,31600486.02,0.4,4424068.0,12640194.41,0.0,0.0,0.0,,,,0.4,4424068.0,12640194.41,0.0,0.0,0.0,,,,"SDG 9 Industry, innovation, infrastructure",RTDI,,
TC,Interreg,2021TC16NXCB012,Interreg VI-A - Romania-Ukraine,Adopted by EC,1.1,2022-12-01,2,Social Development Across Borders,PO4 Social Europe,4,Social Europe,RSO4.2 Education and training infrastructure,RSO4.2,Education and training infrastructure,Intervention Field,124 Infrastructure for vocational education and training,124,Infrastructure for vocational education and training and adult learning,Interreg Funds,Interreg Funds,0.9000000149,3799871.0,4222078.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 4 Quality education,"Skills, job-search and education",,
ES,Spain,2021ES16RFPR013,Extremadura - ERDF,Adopted by EC,1.2,2022-12-15,P1A,Transicion digital e inteligente,PO1 Smarter Europe,1,Smarter Europe,RSO1.2 Reaping the benefits of digitisation,RSO1.2,Reaping the benefits of digitisation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Less developed,0.85,100045000.0,117700000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
TC,Interreg,2021TC16RFTN003,Interreg VI-B - Central Europe,Adopted by EC,1.2,2022-03-24,1,Priority 1,PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Intervention Field,013 Digitising SMEs,013,"Digitising SMEs (including e-Commerce, e-Business and networked business processes, digital innovation hubs, living labs, web entrepreneurs and ICT start-ups, B2B)",Interreg Funds,Interreg Funds,0.8000000024,1559888.0,1949859.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1559888.0,1949859.99,,,,"SDG 9 Industry, innovation, infrastructure",SMEs and diversification,,
EE,Estonia,2021EE65BVPR001,Estonia - BMVI,Adopted by EC (TF Accepted),1.1,2022-09-07,,,PO1 Borders and visa,1,Borders and visa,2 Common visa policy,2,Common visa policy,Intervention Field,SO2.012 Data quality and data subjects' rights to information,SO2.012,"Data quality and data subjects' rights to information, access to, rectification and erasure of, their personal data, and to the restriction of the processing thereof",BMVI,BMVI,0.75,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
FR,France,2021FR16FFPR006,Normandie ERDF-ESF+-JTF,Adopted by EC,1.3,2022-11-16,6,"Priorite 6 ""Poursuivre l'elevation et l'adaptation des competences de la population normande""",PO4 Social Europe,4,Social Europe,ESO4.7 Lifelong learning and career transitions,ESO4.7,Lifelong learning and career transitions,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,Transition,0.5999999973,49101755.0,81836258.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TC,Interreg,2021TC16IPTN001,Interreg VI-B - IPA Adrion,Adopted by EC,1.1,2022-12-01,2,Supporting a greener and climate resilient Adriatic-Ionian region,PO2 Greener Europe,2,Greener Europe,RSO2.8 Sustainable urban mobility,RSO2.8,Sustainable urban mobility,Intervention Field,084 Digitalisation of urban transport,084,Digitalisation of urban transport,Interreg Funds,Interreg Funds,0.8499999925,2180803.0,2565650.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4,872321.2,1026260.24,1.0,2180803.0,2565650.61,,,,"SDG 9 Industry, innovation, infrastructure",Sustainable local mobility,,
TC,Interreg,2021TC16NXTN001,Interreg VI-B -  NEXT MED,Adopted by EC,1.1,2022-12-15,2,"Priority 2: A greener, low-carbon and resilient Mediterranean

Policy objective 2 - A greener, low-carbon transitioning towards a net zero carbon economy and resilient Europe (and its Neighbourhood) by promoting clean and fair energy transition, green and blue investment, the circular economy, climate change mitigation and adaptation...",PO2 Greener Europe,2,Greener Europe,RSO2.5 Sustainable water,RSO2.5,Sustainable water,Intervention Field,066 Waste water collection and treatment - low energy,066,Waste water collection and treatment compliant with energy efficiency criteria,Interreg Funds,Interreg Funds,0.8999999772,12122460.0,13469400.34,0.4,4848984.0,5387760.14,1.0,12122460.0,13469400.34,0.4,4848984.0,5387760.14,,,,0.4,4848984.0,5387760.14,0.0,0.0,0.0,,,,SDG 6 Clean water and sanitation,Other,,
TC,Interreg,2021TC16IPCB004,Interreg VI-A - Croatia-Bosnia and Herzegovina- Montenegro,Adopted by EC,1.1,2022-11-04,1,"Smart investments in research, innovation and competitive entrepreneurship",PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Intervention Field,010 R+I activities in SMEs,010,"Research and innovation activities in SMEs, including networking",Interreg Funds,Interreg Funds,0.8499999836,3000000.0,3529411.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,"SDG 9 Industry, innovation, infrastructure",SMEs and diversification,,
TC,Interreg,2021TC16RFCB039,Interreg VI-A - Belgium-France (Wallonie-Vlaanderen-France),Adopted by EC,1.1,2022-11-30,2,Priorite 2  :  Renforcer la resilience et l'adaptation des territoires face aux risques lies au changement climatique,PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Intervention Field,060 Climate change measures - prevention and management,060,"Adaptation to climate change measures and prevention and management of climate related risks: others, e.g. storms and drought (including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem based approaches)",Interreg Funds,Interreg Funds,0.6652319487,4611967.8,6932871.77,1.0,4611967.8,6932871.77,1.0,4611967.8,6932871.77,0.4,1844787.12,2773148.71,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 13 Climate action,Other,,
TC,Interreg,2021TC16RFCB036,Interreg VI-A - France-Germany-Switzerland (Upper Rhine),Adopted by EC,1.0,2022-05-02,A,Vers une region transfrontaliere plus verte : favoriser l'adaptation au changement climatique ainsi que la transition energetique et ecologique dans le Rhin superieur,PO2 Greener Europe,2,Greener Europe,RSO2.7 Nature protection and biodiversity,RSO2.7,Nature protection and biodiversity,Intervention Field,"025 Incubation, support to spin offs/outs + start ups",025,"Incubation, support to spin offs and spin outs and start ups",Interreg Funds,Interreg Funds,0.6161228426,50000.0,81152.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,20000.0,32461.06,,,,SDG 8 Decent work and economic growth,SMEs and diversification,,
